timestamp,query_count,k_value,metric,embedding,bm25,difference,percent_change
2025-04-27 15:35:58,5,5,precision,0.320000,0.120000,0.200000,166.67
2025-04-27 15:35:58,5,5,recall,0.800000,0.266667,0.533333,200.00
2025-04-27 15:35:58,5,5,rouge1,0.054879,0.027578,0.027300,98.99
2025-04-27 15:35:58,5,5,rougeL,0.048375,0.024721,0.023653,95.68
2025-04-27 15:35:58,5,5,bleu,0.002125,0.001288,0.000837,64.94
